name,type,company,description,amount,notes,notes2,notes3,notes4
Olivier Dassault,financial,"Société eGarming, société dont le siège est à Paris (75008)",,,Mémoire,,,
Jacky Deromedi,financial,Société Foncière du Leguevin Pibrac,2527569 EUR,NÉANT,,,,
Philippe Leroy,financial,Société Générale,"5615,60 EUR (149 actions à 44,40 EUR)",,,,,
Simon Sutour,financial,Société Générale,1158 EUR,30 EUR,Actions détenues dans  PEA  en 2014,,,
Olivier Dassault,financial,"Société GROUPE AXCESS, société dont le siège est à PARIS (75008)",,,Mémoire,,,
Olivier Dassault,financial,Société GROUPE INDUSTRIEL MARCEL DASSAULT SAS dont le siège social est à PARIS,"15650271,00 EUR","525495 EUR (Rémunération de dirigeant plus dividendes (brut après prélèvements sociaux), jetons de présence)",,,,
Charles de Courson,financial,Société immobilière,"2296 EUR, 0,5 % du capital (1/6 de 5 actions sur 169)",110 EUR,(héritage de mon père en 1995),,,
Olivier Dassault,financial,"Société INDEU CAPITAL, dont le siège est à PARIS",,,Mémoire,,,
Olivier Dassault,financial,"Société MASTERJET, société de droit portugais dont le siège est à LISBONNE Avenida da Liberdade",180000 EUR,,,,,
Éric JeansannetasÉric JeansannetasÉric JeansannetasÉric JeansannetasÉric Jeansannetas,financial,Société Natixis,2684 EUR (500 parts),NÉANT,,,,
Olivier Dassault,financial,"Société NSIUM SAS, société dont le siège social est à PARIS (75008)",,,Mémoire,,,
David Douillet,financial,Société OURS BLANC,185 000 EUR,NÉANT,,,,
Bernard Lalande,financial,Société par actions simplifiés (SAS) Domaine de Bessac,200 EUR,NÉANT,,,,
Olivier Dassault,financial,"Société ROND POINT IMMOBILIER, société dont le siège social est à PARIS",303586358 EUR,3131136 EUR (dividendes brut après prélèvements sociaux),,,,
Olivier Dassault,financial,"Société SOLARVOLTAIC SA, société dont le siège est à PARIS (75008)",,,Mémoire,,,
Olivier Dassault,financial,"Société TAXEO, société dont le siège social est à PARIS (75008)",,,Mémoire,,,
Olivier Dassault,financial,"Société VIOLETTE 2008, dont le siège est à NEUVILLE SUR BRENNE (37110)",,,Mémoire,,,
Hervé Maurey,financial,Société Wisiware,"0,23%",26000 EUR,"% estimatif, actions détenues depuis 1998",,,
Isabelle Debré,financial,Sociétré générale,"2439,60 EUR",,,,,
Philippe Bies,financial,SOCOLOPO (COOP HLM),20 EUR,,,,,
Jean-Noël Guérini,financial,SOCOMA société anonyme coopérative Objet: manutention,22300 EUR,"2014:  116,24 EUR",1% du cpaital,,,
Michel Delebarre,financial,Sofini,,,,,,
Isabelle Debré,financial,Soitec,"793,65 EUR",,,,,
Louis-Jean de Nicolaÿ,financial,Soparma Finance Gestion de patrimoine,3240000 EUR,NÉANT,soit 90% de 3600000 EUR en nue-propriété,,,
Mathieu Darnaud,financial,Soparma Finance Gestion de patrimoine,360000 EUR,NÉANT,soit 10% de 3600000 EUR en pleine propriété,,,
François Zocchetto,financial,SPFPL d'avocats Zortis,,NÉANT,,,,
Bruno Gilles,financial,Stratigestion CIC,11082 EUR,Plus value 'latente' 1082 EUR,,,,
Patricia Morhet-Richaud,financial,Sud assistance voirie,3100 EUR,NÉANT,NÉANT,,,
Alain Moyne-Bressand,financial,AMB (cf. Tableau joint),NÉANT,50000 EUR par an,,,,
Yves Détraigne,financial,Technicolor,"3,8 EUR",NÉANT,,,,
Roland Courteau,financial,Technicolor RGPF,"5,51 EUR",NÉANT,,,,
Delphine Bataille,financial,Technicolor RGPT,430 EUR,"   -415,24 EUR",,,,
Philippe Dominati,financial,TELEPERFORMANCE.,,PM,,,,
Jean-Marc Gabouty,financial,Territoires graphiques,310000 EUR,NÉANT,,,,
Christophe Borgel,financial,TFC Territoire Formation et Conseil,1500 EUR,NÉANT,,,,
Dominique Tian,financial,Thalassa Form,"720 EUR (2,4%)",2013 : Néant (Dividendes),,,,
Yves Albarello,financial,Thierry Fecomme Consulting,12000 EUR,NÉANT,,,,
Jacques Gillot,financial,Thomson,11 EUR,532 EUR,,,,
Alain Milon,financial,TITR Crédit Agricole,"4663,20 EUR",NÉANT,,,,
Pierre Médevielle,financial,TLM Matériel Médical,1000 EUR,NÉANT,,,,
Delphine Bataille,financial,Total,4146.26 EUR,"1134,41 EUR",,,,
Isabelle Debré,financial,Total,4288 EUR,,,,,
Philippe Kaltenbach,financial,Total,"9110,63 EUR",,,,,
Simon Sutour,financial,Total,2290 EUR,90 EUR,Actions détenues dans  PEA  en 2014,,,
Philippe Leroy,financial,TOTAL,"3373 EUR (76 actions à 44,385 EUR)",,,,,
Isabelle Debré,financial,Transgene,3585 EUR,,,,,
Simon Sutour,financial,Trianon.Nb.FCP30,24324 EUR,,Actions détenues dans  PEA  en 2014,,,
Guillaume Arnell,financial,Triple A SàRL,,NÉANT,33% du capital ????33% du capital ????33% du capital ????,,,
Alain Vasselle,financial,PEA comprenant 24 titres,"81708,19 EUR au 31/12/2014",,,,,
François Sauvadet,financial,Une action Bernard LOISEAU,185 EUR,15 EUR,,,,
Xavier Breton,financial,Union sportive Bressane Pays de l'Ain Rugby,1000 Eur,NÉANT,,,,
Isabelle Debré,financial,Vallourec,"4182,20 EUR",,,,,
Simon Sutour,financial,Véolia Environnement,1333 EUR,70 EUR,Actions détenues dans  PEA  en 2014,,,
Mathieu Hanotin,financial,Via Civis (agence de voyage),16 500 EUR (25 % du capital),NÉANT,,,,
Claude Raynal,financial,Vivendi,,,,,,
Jean-Christophe Lagarde,financial,Vivendi,"3796,52 EUR","2013 : 104,80 EUR (coupons)",,,,
Simon Sutour,financial,Vivendi,1737 EUR,93 EUR,Actions détenues dans  PEA  en 2014,,,
Isabelle Debré,financial,Wendel,3063 EUR,,,,,
Serge Dassault,financial,YSI CAPITAL,20000000 EUR,NÉANT,,,,
Serge Dassault,financial,YSI CAPITAL,40000000 EUR,NÉANT,,,,
François Zocchetto,financial,ZOCCHETTO RICHEFOU & Associés SARL,25% en capital,NÉANT,,,,
Daniel Fasquelle,financial,,,,,,,
Marie-Christine Dalloz,financial,,,,,,,
Karine Berger,financial,,,,,,,
Valérie Rabault,financial,,,,,,,
Abdourahamane Soilihi,financial,NÉANT,,,,,,
Agnès Canayer,financial,NÉANT,,,,,,
Alain Anziani,financial,NÉANT,,,,,,
Alain Bocquet,financial,NÉANT,,,,,,
Alain Calmette,financial,NÉANT,,,,,,
Alain Chrétien,financial,NÉANT,,,,,,
Alain Claeys,financial,NÉANT,,,,,,
Alain Dufaut,financial,NÉANT,,,,,,
Alain Duran,financial,NÉANT,,,,,,
Alain Fouché,financial,NÉANT,,,,,,
Alain Gournac,financial,NÉANT,,,,,,
Alain Houpert,financial,NÉANT,,,,,,
Alain Joyandet,financial,NÉANT,,,,,,
Alain Leboeuf,financial,NÉANT,,,,,,
Alain Marc,financial,NÉANT,,,,,,
Bernard Brochand,financial,cf. liste des participations dans la déclaration de patrimoine au II 1°,,,,,,
Marietta Karamanli,financial,SCI immobilière,1200 EUR,NÉANT,aucune prestation et ressource perçue par ladite société dédiée à la gestion d'un bien immobilier,,,
Abdourahamane Soilihi,spouse,,Agent communal exerçant dans le service d'état civil,,,,,
Agnès Canayer,spouse,,Directeur général des services de la ville de (nom masqué) (76),,,,,
Agnès Canayer,spouse,,Directeur général des services de la ville de (nom masqué) (76),,,,,
Alain Anziani,spouse,,Cadre chez Orange Bordeaux,,,,,
Alain Bertrand,spouse,,Contrôleur des Impôts à MENDE,,,,,
Alain Bocquet,spouse,,NÉANT,,,,,
Alain Calmette,spouse,,NÉANT,,,,,
Alain Chatillon,spouse,,NÉANT,,,,,
Alain Chrétien,spouse,,NÉANT,,,,,
Alain Claeys,spouse,,Directrice communication AFP,,,,,
Alain Dufaut,spouse,,NÉANT,,,,,
Alain Duran,spouse,,Infirmière,,,,,
Alain Fauré,spouse,,Comptable,,,,,
Alain Fouché,spouse,,NÉANT,,,,,
Alain Gest,spouse,,NÉANT,,,,,
Alain Gournac,spouse,,NÉANT,,,,,
Alain Houpert,spouse,,NÉANT,,,,,
Alain Joyandet,spouse,,NÉANT,,,,,
Alain Leboeuf,spouse,,Enseignante en management BTS,,,,,
Alain Marc,spouse,,Adjointe aux cadres à l'EHPAD (statut de fonctionnaire hospitalier),,,,,
Alain Marleix,spouse,,NÉANT,,,,,
Alain Marsaud,spouse,,NÉANT,,,,,
Alain Marty,spouse,,Médecin hospitalier Radiologue au Centre hospitalier St Nicolas,,,,,
Alain Milon,spouse,,NÉANT,,,,,
Alain Moyne-Bressand,spouse,,NÉANT,,,,,
Alain Néri,spouse,,NÉANT,,,,,
Alain Richard,spouse,,Loueur en meublé non professionnel (2 petits appartements à Paris),,,,,
Alain Rodet,spouse,,NÉANT,,,,,
Alain Rousset,spouse,,Enseignante,,retraitée depuis oct. 2013,,,
Alain Suguenot,spouse,,Collaborateur chambres d'hôtes,,,,,
Alain Tourret,spouse,,Artiste lyrique,,,,,
Alain Vasselle,spouse,,Retraitée,,,,,
Albéric de Montgolfier,spouse,,NÉANT,,,,,
Alex Türk,spouse,,NÉANT,,,,,
Alexis Bachelay,spouse,,Comptable Société KLESIA,,,,,
Alfred Marie-Jeanne,spouse,,NÉANT,,,,,
Aline Archimbaud,spouse,,Vice-Président de la Commission Nationale du Débat Public,,,,,
André Chassaigne,spouse,,NÉANT,,,,,
André Jean Gattolin,spouse,,NÉANT,,,,,
André Reichardt,spouse,,Avocat,,,,,
André Santini,spouse,,NÉANT,,,,,
André Schneider,spouse,,NÉANT,,,,,
André Trillard,spouse,,NÉANT,,,,,
Anne Chain-Larché,spouse,,Publication à venir,,,,,
Anne Emery-Dumas,spouse,,NÉANT,,,,,
Anne Grommerch,spouse,,Expert automobile,,,,,
Anne-Catherine Loisier,spouse,,NÉANT,,,,,
Anne-Christine Lang,spouse,,NÉANT,,,,,
Anne-Lise Dufour-Tonini,spouse,,Agent de maîtrise secteur public,,,,,
Anne-Yvonne Le Dain,spouse,,Directeur de Recherche CNRS (DR Exe),,,,,
Annick Billon,spouse,,expert comptable,,,,,
Annick Le Loch,spouse,,NÉANT,,,,,
Annick Lepetit,spouse,,Journaliste,,,,,
Annie David,spouse,,Agent de maintenance salarié du secteur privé,,,,,
Annie Genevard,spouse,,Pharmacien d'officine Gérant de la SELARL,,,,,
Annie Guillemot,spouse,,Ingénieur en chef - Directeur des Bâtiments,,,,,
Annie Le Houerou,spouse,,Attaché principal de préfecture Directeur des relations avec les collectivités territoriales,,,,,
Antoine Herth,spouse,,Ingénieure Principale de la fonction publique territoriale,,,,,
Antoine Karam,spouse,,Attachée territoriale au Conseil Régional de la Guyane,,,,,
Antoine Lefevre,spouse,,NÉANT,,,,,
Arlette Grosskost,spouse,,Président Directeur Général UNISTO,,,,,
Armand Jung,spouse,,Retraitée de l'Education Nationale,,,,,
Arnaud Leroy,spouse,,Fonctionnaire UE dans le domaine des RH,,,,,
Arnaud Richard,spouse,,Directrice du parcours pédagogique et de l'insertion à EPIDE,,,,,
Arnaud Robinet,spouse,,Psychologue - Activité libérale,,,,,
Arnaud Viala,spouse,,PUBLICATION A VENIR,,,,,
Ary Chalus,spouse,,NÉANT,,,,,
Audrey Linkenheld,spouse,,Directeur d'une agence HLM,,,,,
Aurélie Filippetti,spouse,,NÉANT,,,,,
Axel Poniatowski,spouse,,Propriétaire - Exploitante viticole,,,,,
Barbara Pompili,spouse,,Conseiller Principal d'Education à Amiens,,,,,
Barbara Romagnan,spouse,,Employé de banque au Crédit Agricole,,,,,
Bariza Khiari,spouse,,Retraité,,,,,
Béatrice Santais,spouse,,Cadre de la Fonction Publique Territoriale,,,,,
Benoist Apparu,spouse,,NÉANT,,,,,
Benoît Hamon,spouse,,Chargée de mission auprès du Secrétaire général du groupe LVMH,,,,,
Benoît Huré,spouse,,Médecin généraliste retraitée,,,,,
Bérengère Poletti,spouse,,NÉANT,,,,,
Bernadette Laclais,spouse,,NÉANT,,,,,
Bernard Accoyer,spouse,,NÉANT,,,,,
Bernard Brochand,spouse,,NÉANT,,,,,
Bernard Cazeau,spouse,,NÉANT,,,,,
Bernard Debré,spouse,,NÉANT,,,,,
Bernard Deflesselles,spouse,,Secrétaire,,,,,
Bernard Delcros,spouse,,PUBLICATION A VENIR,,,,,
Bernard Fournier,spouse,,NÉANT,,,,,
Bernard Gérard,spouse,,NÉANT,,,,,
Bernard Lalande,spouse,,Assistante confirmée,,,,,
Bernard Lesterlin,spouse,,NÉANT,,,,,
Bernard Perrut,spouse,,Collaborateur parlementaire,,,,,
Bernard Reynès,spouse,,Dermatologue,,,,,
Bernard Roman,spouse,,Chargée de mission au Cabinet du Président de l'Assemblée nationale,,,,,
Bernard Saugey,spouse,,NÉANT,,,,,
Bertrand Pancher,spouse,,NÉANT,,,,,
Boinali Said,spouse,,Professeur des écoles (Mayotte),,,,,
Brigitte Allain,spouse,,Exploitant agricole,,,,,
Brigitte Bourguignon,spouse,,NÉANT,,,,,
Brigitte Gonthier-Maurin,spouse,,NÉANT,,,,,
Brigitte Micouleau,spouse,,Président de la SAS La grillée,,,,,
Bruno Gilles,spouse,,Cadre à Pôle emploi,,,,,
Bruno Le Maire,spouse,,Activité indépendante,,,,,
Bruno Le Roux,spouse,,NÉANT,,,,,
Bruno Nestor Azerot,spouse,,Salariée,,,,,
Bruno Retailleau,spouse,,Médecin scolaire de l'Education Nationale,,,,,
Bruno Sido,spouse,,Collaborateur parlementaire,,,,,
Camille de Rocca Serra,spouse,,NÉANT,,,,,
Carlos Da Silva,spouse,,NÉANT,,,,,
Carole Delga,spouse,,PUBLICATION A VENIR,,,,,
Caroline Cayeux,spouse,,Retraité,,,,,
Catherine Beaubatie,spouse,,NÉANT,,,,,
Catherine Coutelle,spouse,,Retraité,,,,,
Catherine Deroche,spouse,,"Médecin retraité, exerçant des activités de remplaçant",,,,,
Catherine Di Folco,spouse,,Retraité de l'Education Nationale,,,,,
Catherine Génisson,spouse,,NÉANT,,,,,
Catherine Lemorton,spouse,,Ingénieur (Entreprise : ONERA),,,,,
Catherine Morin-Desailly,spouse,,NEANT,,,,,
Catherine Procaccia,spouse,,NÉANT,,,,,
Catherine Quéré,spouse,,Collaborateur parlementaire à mi-temps,,,,,
Catherine Tasca,spouse,,NÉANT,,,,,
Catherine Troallic,spouse,,NÉANT,,,,,
Catherine Troendlé,spouse,,Retraité (laborantin chimiste) et professeur de Yoga,,,,,
,spouse,,,,,,,
Catherine Vautrin,spouse,,"Professeur des Universités, Praticien Hospitalier. Chef de service médecine interne",,,,,
Cécile Cukierman,spouse,,Enseignant Second degré,,,,,
Cécile Duflot,spouse,,Photographe statut : auteur photographe,,,,,
Cécile Untermaier,spouse,,Maire de la commune de Montceaux-Ragny (45 habitants),,,,,
Cécile Untermaier,spouse,,"Président de la Société Nationale de Protection de la Nature, de Bourgogne Environnement Nature , Société française de protection de l'environnement  (aucune gratification)",,,,,
Cécile Untermaier,spouse,,"Professeur émérite d'Université Jean Moulin, Lyon 3, section Droit public (Ancien directeur de l'institut de droit de l'environnement)",,,,,
Jean-Marc Germain,spouse,,Adjointe au Conseil de Paris,,,,,
Jean-Marc Germain,spouse,,Conseillère régionale,,,,,
Céleste Lett,spouse,,Collaborateur parlementaire,,,,,
Céleste Lett,spouse,,Retraité,,,,,
Chantal Berthelot,spouse,,NÉANT,,,,,
Chantal Deseyne,spouse,,Agriculteur,,,,,
Chantal Guittet,spouse,,Retraité de l'Education Nationale,,,,,
Chantal Jouanno,spouse,,Directeur des Achats Groupe Pernod Ricard,,,,,
Charles de Courson,spouse,,NÉANT,,,,,
Charles de La Verpillière,spouse,,Collaborateur parlementaire,,,,,
Charles Guené,spouse,,Retraitée de l'Education Nationale,,,,,
Charles Revet,spouse,,NÉANT,,,,,
Charles-Ange Ginesy,spouse,,Directrice de l'hôtel détenu par la SA Plaza Chamois,,,,,
Chaynesse Khirouni,spouse,,NÉANT,,,,,
Christian Assaf,spouse,,NÉANT,,,,,
Christian Bataille,spouse,,Retraitée de l'Education Nationale,,,,,
Christian Cambon,spouse,,NÉANT,,,,,
Christian Estrosi,spouse,,NÉANT,,,,,
Christian Favier,spouse,,Cadre administratif de la fonction publique territoriale,,,,,
Christian Franqueville,spouse,,NÉANT,,,,,
Christian Hutin,spouse,,Pharmacienne biologiste co-gérante de SELARL,,,,,
Christian Jacob,spouse,,NÉANT,,,,,
Christian Kert,spouse,,NÉANT,,,,,
Christian Manable,spouse,,Retraitée de l'Education Nationale,,,,,
Christian Namy,spouse,,NÉANT,,,,,
Christian Paul,spouse,,Universitaire,,,,,
Christiane Hummel,spouse,,NÉANT,,,,,
Christiane Kammermann,spouse,,NÉANT,,,,,
Christine Pires Beaune,spouse,,NÉANT,,,,,
Christine Prunaud,spouse,,NÉANT,,,,,
Christophe Béchu,spouse,,Gérante de SARL travaillant dans le secteur de la communication,,,,,
Christophe Borgel,spouse,,Collaborateur parlementaire à mi-temps,,,,,
Christophe Bouillon,spouse,,NÉANT,,,,,
Christophe Caresche,spouse,,Journaliste,,,,,
Christophe Castaner,spouse,,Cadre bancaire BNP PARIBAS,,,,,
Christophe Cavard,spouse,,NÉANT,,,,,
Christophe Guilloteau,spouse,,NÉANT,,,,,
Christophe Léonard,spouse,,Assistante sociale hospitalière,,,,,
Christophe Premat,spouse,,Juriste (cour administrative d'appel de Stockholm),,,,,
Christophe Priou,spouse,,NÉANT,,,,,
Christophe Sirugue,spouse,,NÉANT,,,,,
Christophe-André Frassa,spouse,,NÉANT,,,,,
Claire-Lise Campion,spouse,,Médecin généraliste,,,,,
Claude Bartolone,spouse,,"Chargée de mission interventions et droit des femmes, Cabinet du Président de l'Assemblée nationale",,,,,
Claude Bérit-Débat,spouse,,NÉANT,,,,,
Claude de Ganay,spouse,,NÉANT,,,,,
Claude Goasguen,spouse,,Magistrate-Conseiller à la cour de cassation,,,,,
Claude Greff,spouse,,"Chef de l'Inspection de la Défense et de la sécurité Civile, dépendant du Ministère de l'Intérieur",,,,,
Claude Haut,spouse,,Retraitée de l'Education Nationale,,,,,
Claude Kern,spouse,,Animatrice en périscolaire à temps partiel,,,,,
Claude Malhuret,spouse,,Responsable administratif Médecins sans frontières,,,,,
Claude Nougein,spouse,,Attachée de direction,,,,,
Claude Raynal,spouse,,Ingénieure chez AIRBUS Group,,,,,
Claude Sturni,spouse,,Infirmière exerçant dans la fonction publique hospitalière,,,,,
Claudine Lepage,spouse,,NÉANT,,,,,
Claudine Schmid,spouse,,Directeur d'un centre de  placement suisse pour personnes en recherche d'emploi,,,,,
Colette Capdevielle,spouse,,Commissaire aux comptes à Bayonne,,,,,
Colette Capdevielle,spouse,,Expert comptable,,,,,
Colette Capdevielle,spouse,,Gérant de la SARL SOCA société d'expertise comptable,,,,,
Colette Giudicelli,spouse,,"Député des Alpes-Maritimes, maire de Menton, Vice-président de la Communauté d'agglomération de la riviera française",,,,,
Colette Langlade,spouse,,NÉANT,,,,,
Colette Mélot,spouse,,Administrateur territorial - Directeur général des services de la ville de Melun,,,,,
Conchita Lacuey,spouse,,NÉANT,,,,,
Corinne Bouchoux,spouse,,Professeure des universités - Université d'Angers,,,,,
Corinne Erhel,spouse,,Responsable Commercial dans une PME,,,,,
Corinne Féret,spouse,,Facteur à La Poste,,,,,
Corinne Imbert,spouse,,NÉANT,,,,,
Cyril Pellevat,spouse,,Chargée de communication à la mairie de Fillinges,,,,,
Cyril Perrin,spouse,,Conseillère de vente chez Conforama et auto-entrepreneur (décoratrice),,,,,
Damien Abad,spouse,,NÉANT,,,,,
Damien Meslot,spouse,,Médecin angiologue,,,,,
Daniel Boisserie,spouse,,Directrice Générale des Services - Mairie de Saint-Yrieix-la-Perche,,,,,
Daniel Chasseing,spouse,,NÉANT,,,,,
Daniel Dubois,spouse,,Collaborateur parlementaire à temps partiel ; Retraitée (psychologue scolaire),,coordination des activités à Paris avec le département et le canton,,,
Daniel Fasquelle,spouse,,Auteur dans des revues juridiques,,,,,
Daniel Fasquelle,spouse,,Avocat au barreau de Boulogne-sur-Mer,,,,,
Daniel Fasquelle,spouse,,Maître de conférences associé à mi-temps à l'Université du Littoral-Côte d'Opale,,,,,
Daniel Gibbes,spouse,,NÉANT,,,,,
Daniel Goldberg,spouse,,Chargée de mission - Fédération nationale des sociétés coopératives d'HLM,,,,,
Daniel Gremillet,spouse,,Agricultrice EARL Remyllet,,,,,
Daniel Laurent,spouse,,NÉANT,,,,,
Daniel Percheron,spouse,,NÉANT,,,,,
Daniel Raoul,spouse,,Retraitée de l'Education Nationale,,,,,
Daniel Reiner,spouse,,NÉANT,,,,,
Daniel Vaillant,spouse,,Pédicure-podologue libérale,,,,,
Danielle Auroi,spouse,,NÉANT,,,,,
Danielle Michel,spouse,,Retraité,,,,,
David Assouline,spouse,,Pigiste occasionnelle pour la presse,,Secrétaire de rédaction- journaliste. Actuellement sans emploi.,,,
David Comet,spouse,,NÉANT,,,,,
David Douillet,spouse,,Co-gérante société OURS BLANC,,,,,
David Douillet,spouse,,Gérante société DAVAL CONSULTING,,,,,
David Habib,spouse,,NÉANT,,,,,
David Rachline,spouse,,NÉANT,,,,,
Delphine Bataille,spouse,,Collaborateur parlementaire,,,,,
Delphine Batho,spouse,,Urbaniste,,,,,
Denis Baupin,spouse,,Secrétaire Nationale d'Europe Ecologie les Verts (depuis le 30/11/2013),,,,,
Denis Baupin,spouse,,Vice-présidente du conseil régional d'Ile de France,,,,,
Denis Jacquat,spouse,,NÉANT,,,,,
Denys Robiliard,spouse,,NÉANT,,,,,
Didier Guillaume,spouse,,Professeur des écoles,,,,,
Didier Mandelli,spouse,,NÉANT,,,,,
Didier Marie,spouse,,"Responsable communication interne de Lubrizol France, siège à Rouen 76",,,,,
Didier Quentin,spouse,,Collaborateur parlementaire,,,,,
Didier Robert,spouse,,Directrice de la communication région Réunion,,,,,
Dino Cinieri,spouse,,NÉANT,,,,,
Dominique Baert,spouse,,NÉANT,,,,,
Dominique Bailly,spouse,,Fonctionnaire du Ministère des Finances,,,,,
Dominique Bussereau,spouse,,"Attaché du groupe des professions libérales au conseil économique social et environnemental, salariée de l'UNAPL (union nationale des professions libérales)",,,,,
